,reply_text,reply_type
1258,"['dont', 'plan', 'on', 'it', 'release', 'it', 'already', '.', 'Brown']",comment
1259,"['better', 'than', 'the', 'crap', 'sparking', 'ice', 'buy', 'available', 'now', 'on', 'amazon']",comment
1260,"['whos', 'the', 'man', 'in', 'blk', ',']",query
1261,"['Well', ',', 'Darrel', 'Wilson', 'is', 'officially', 'screwed', '!']",comment
1262,"['All', 'this', 'because', 'they', 'are', 'black', 'people', ',', ',', 'who', 'are', 'in', 'America', 'second', 'class']",comment
1263,"['they', ""don't"", 'have', 'a', 'choice', 'under', 'MO', 'law']",comment
1264,"['how', 'will', 'that', 'make', 'a', 'difference', 'to', 'the', 'grieving', 'gamin', 'and', 'unrest', '/', 'distrust', 'in']",comment
1265,[],support
1266,"['then', 'put', 'him', 'under', '/', '7/365', 'guard', '?', '?', '?']",comment
1267,"['that', 'is', 'a', 'really', 'stupid', 'announcement', 'by', 'the', 'Ferguson', 'police']",comment
1268,"['More', 'kissing', 'blacks', 'butt']",comment
1269,"['FergusonMO', 'Police', 'Officer', 'is', 'Darren', 'Wilson', 'who', 'shot', '&', 'killed', '.', 'Also', 'a', 'video', 'too', 'of', 'Strong', 'Armed', 'robbery', '.']",support
1270,"['also', ',', 'maybe', 'just', 'window', 'cleaners', '-']",comment
1271,"['Might', 'be', 'a', 'good', 'idea', 'to', 'not', 'tweet', 'about', 'police', 'movement', '/', 'location', '?']",comment
1272,"['showing', 'the', 'shooter', 'where', 'those', 'police', 'are', '?', '?', '?']",comment
1273,"['odd', 'how', 'they', 'happened', 'to', 'be', 'already', 'ready', 'for', 'this', ',', 'eh', '?', ""doesn't"", 'look', 'staged', 'at', 'all', '.', 'nope', '.', 'totally', 'believable', '.']",support
1274,"[""you're"", 'an', 'idiot', 'its', 'parliament', 'hill', '.', 'Of', 'course', ""they're"", 'prepared', 'for', 'situations', 'like', 'this', 'you', 'idiot', '!']",deny
1275,"['how', 'the', 'guy', 'got', 'that', 'far', 'leads', 'me', 'to', 'suspect', 'this', 'is', 'not', 'what', 'it', 'seems', '.']",comment
1276,"['funny', ',', 'a', 'guy', 'with', 'a', 'joint', ""can't"", 'make', 'it', 'past', 'the', 'memorial', 'flame', ',', 'but', 'a', 'gunman', ',', 'whoosh', ',', 'right', 'inside']",comment
1277,"[""I've"", 'had', 'concerns', 'about', 'that', 'for', 'a', 'while']",comment
1278,"['Sure', 'but', 'in', 'how', 'many', 'years', 'has', 'this', 'happened', '?', 'This', 'is', 'extremely', 'unusual', '.']",comment
1279,"['very', 'rare', '.', 'but', 'it', 'has', 'been', 'increasingly', 'likely', 'as', 'we', 'chop', 'away', 'at', 'ment', 'hlth', 'services']",comment
1280,"['/', '2', 'Violence', ""doesn't"", 'automatically', 'indicate', 'a', 'relationship', 'to', 'MH', '.']",comment
1281,"['true', 'enough']",comment
1282,"['/', '2', 'If', 'it', 'did', ',', 'every', 'guy', 'in', 'the', 'NHL', 'would', 'be', 'institutionalized', '.']",deny
1283,"['In', 'historical', 'terms', 'this', 'is', 'a', 'blip', '.', 'Screw', 'those', 'losers', '.']",comment
1284,"['a', ')', 'actual', '""', 'terror', '""', ',', 'b', ')', 'nutbars', ',', 'c', ')', 'false', 'flag', '.', 'all', 'r', 'plausible']",support
1285,"[""That's"", 'rather', 'specious', '.', 'We', ""don't"", 'know', 't', 'MH', 'situation', '.', ""Can't"", 'b', 'determined', 'from', 'a', 'distance', '.']",comment
1286,"['i', 'am', 'only', 'saying', 'that', 'all', 'three', 'scenarios', 'are', 'plausible', '.']",deny
1287,"['Ah', 'true', '.', 'Problem', 'now', 'is', ""we'll"", 'probably', 'only', 'get', ""coroner's"", 'details', 'they', ""won't"", 'make', 'it', '.']",query
1288,"['the', 'truth', 'will', 'never', 'come', 'out', '.', 'martial', 'law', 'is', 'coming']",comment
1289,"['Not', 'EVERYTHING', 'will', 'come', 'out', '.', 'But', 'we', 'will', 'get', 'details', ',', 'especially', 'these', 'days', '.']",support
1290,"['Call', 'me', 'bad', 'Canuck', ',', 'I', 'hope', 'those', 'fucktards', 'get', 'their', 'asses', 'kicked', '.']",query
1291,"['And', 'I', 'know', 'they', 'will', 'too']",comment
1292,"['from', 'the', 'same', 'cops', 'and', 'government', 'who', 'tell', 'us', 'that', 'cancer-curing', 'marijuana', 'is', 'evil', '.']",comment
1293,"['This', 'one', 'was', 'pretty', 'good', '.', 'Stay', 'strong', '!', 'Odd', 'day', ',', 'but', 'have', 'a', 'good', 'one', 'anyways', '.']",comment
1294,"['The', 'science', 'is', 'ongoing', ',', 'it', ""can't"", 'cure', ',', 'I', 'got', 'a', 'link', 'hang', 'on', '...']",comment
1295,"[""That's"", 'why', 'there', 'are', 'professionals', '.', 'Average', 'citizen', 'can', 'only', 'currently', 'make', 'a', 'guess', '.']",comment
1296,"['days', 'a', 'year', ',', 'the', 'cops', 'are', '%', 'unbelievable', '.', 'today', ',', 'everyone', 'lines', 'up', 'to', 'suck', 'them']",deny
1297,"['email', 'me', 'at', 'dcdesk-america.com', 'when', 'you', 'get', 'a', 'chance', '-', 'good', 'to', 'know', 'you', 'are', 'safe', '-', 'Nathan']",support
1298,"['very', 'helpful', 'why', 'would', 'you', 'tweet', 'that', '!', '!', '?', '?']",deny
1299,"['because', 'canada', 'doesnt', 'fuck', 'around', 'with', 'security']",comment
1300,"['right', '&', 'terrorist', ""don't"", 'have', 'access', 'to', 'social', 'media', 'to', 'find', 'out', 'where', 'we', 'have', 'placed', 'that', 'valuable', 'security', '!']",support
1301,"['lmao', 'you', 'eect', 'social', 'media', 'to', 'shut', 'down', 'during', 'a', 'shooting', '?', 'thats', 'when', 'most', 'tweets', 'happen', 'fuckboi']",comment
1302,"['delete', 'this', 'you', 'idiot']",comment
1303,"['Police', 'action', ':', 'Snipers', 'NationalArtGallery', 'we', 'r', 'barricadedCentreBlock', 'ParliamentHill']",support
1304,"['Stay', 'safe', ',', 'Matt', '!']",comment
1305,"['Stay', 'safe', ',', 'Matt', '.']",support
1306,"['Stay', 'safe', '.']",comment
1307,"['why', 'would', 'you', 'tweet', 'the', 'location', 'of', 'snipers', '?', 'Who', 'does', 'that', 'help', '?']",support
1308,"['.', 'What', 'a', 'silly', 'response', '.', 'They', 'are', 'targets', 'an', 'embedded', 'sniper', '.', 'needs', 'a', 'make-over', '.']",comment
1309,"['Twice', 'in', 'one', 'week', '!', '?', '!', '?', '!', '?', '!']",support
1310,"['Not', 'so', 'much', 'separated', '.', ""There're"", 'links', 'between', 'them', '.']",comment
1311,"['meant', 'it', 'in', 'the', 'sense', 'that', ""it's"", 'different', 'person', '/', 'people', '.', 'Links', 'between', 'them', 'unclear', 'at', 'the', 'moment', ',', 'lots', 'of', 'rumours', '.']",comment
1312,"['A', 'lot', 'of', 'shifting', 'sands', 'in', 'the', 'coverage', 'right', 'now', '.', ""We'll"", 'know', 'soon', 'enough', '.']",comment
1313,"['Absolutly', 'right', '.']",comment
1314,"['Speaking', 'of']",comment
1315,"['Yes', 'lots', 'of', 'mixed', 'info', 'coming', 'out', '.', 'Anyone', 'else', 'here', 'about', 'potential', 'prison', 'connection', 'btwn', 'planners', '?']",query
1316,"['Previous', 'connections', 'about', 'plot', 'to', 'freed', 'a', 'terrorist', 'involved', 'in', 'Paris', 'attack', '.', 'Otherwise', 'not', 'yet', '.']",comment
1317,"['Thanks', 'the', 'clarification', '.', 'Many', 'ideas', 'being', 'floated', 'by', 'the', 'media', 'right', 'now', '.', 'Wish', 'they', ""wouldn't"", 'do', 'this', '.']",comment
1318,"['Honestly', ',', 'we', 'need', 'to', 'wait', 'official', 'statement', 'and', 'investigations', '.', 'By', 'now', ',', 'we', 'all', 'talk', 'about', 'rumors', '.']",query
1319,"['Agreed', '.', 'As', 'we', 'say', 'here', 'in', 'the', 'States', ',', '""', 'hold', 'your', 'horses', '""', '.', 'Lol', '!']",comment
1320,"['what', 'a', 'shocker', '..']",comment
1321,"['Yes', 'there', 'is', 'a', 'link', '.', 'It', 'was', 'confirmed', 'officially', 'today', '.']",support
1322,"['so', 'what', 'happen', 'to', 'the', 'Charlie', 'hebbdo', 'suspects', 'man', 'news', 'coverage', 'is', 'so', 'shifty', 'in', 'this', 'story']",query
1323,"['Officials', 'have', 'apparently', 'confirmed', 'that', 'the', 'deli', 'is', 'linked', 'to', '&', 'killing', 'of', 'officer', '.']",deny
1324,"['Police', 'have', 'just', 'confirmed', 'the', 'connection', 'on']",support
1325,"['It', 'is', 'a', 'separate', 'incident', 'but', 'the', 'same', 'cell', '?']",query
1326,"[""That's"", 'what', 'the', 'police', 'are', 'saying', '.', 'I', 'meant', ""'"", 'separate', ""'"", 'as', 'in', 'different', 'guys', 'to', 'the', 'ones', 'that', 'did', 'Charlie', 'Hebdo', 'attack', '.']",comment
1327,"['Thank', 'you', ',', 'Shiraz', '.', 'I', 'understand', '.', 'What', 'do', 'you', 'each', 'think', 'about', 'all', 'this', '?', 'What', 'is', 'your', 'reaction', '?']",query
1328,"['I', 'think', 'we', ""don't"", 'have', 'enough', 'facts', 'about', 'the', 'big', 'picture', 'right', 'now', '(', 'AQAP', '/', 'ISIS', 'etc', ')', ',', ""we'll"", 'need', 'to', 'wait', 'and', 'see']",query
1329,"['ok', '.', 'I', 'would', 'like', 'to', 'hear', 'your', 'reactions', ',', 'your', 'personal', 'thoughts', ',', 'once', 'you', 'have', 'had', 'time', 'to', 'process', 'these', 'events', '.']",comment
1330,"['Are', 'moderate', 'protesting', 'these', 'acts', 'of', 'murder', 'and', 'violence', '?']",query
1331,"['SIGN', 'AND', 'SHARE']",comment
1332,"['Who', 'are', 'you', 'to', 'eect', 'any', 'type', 'of', 'answer', 'in', 'the', 'first', 'place', '?']",comment
1333,"['a', 'person', 'who', 'makes', 'his', 'living', 'asking', 'questions', ',', ""that's"", 'who', '.']",comment
1334,"['it', ""wasn't"", 'the', 'quik', 'stop', 'that', 'got', 'burned', 'down', '?']",query
1335,"['.', ""I've"", 'been', 'in', 'Market', 'and', 'it', 'looks', 'exactly', 'like', 'where', 'the', 'alleged', 'robber', 'was', 'standing', '.']",comment
1336,"['thanks', '.', 'Now', 'we', 'need', 'a', 'pic', 'of', 'what', 'michael', 'brown', 'was', 'wearing', 'to', 'refute', 'the', 'video', '.']",query
1337,"['.', 'Conflicting', 'reports', 'regarding', 'a', 'possible', 'shooting', 'on', '/', 'near', 'the', 'Centre', ',', 'but', 'your', 'GM', 'said', 'no', 'shooting', '.', 'Can', 'you', 'clarify', 'at', 'all', '?']",query
1338,"['we', 'were', 'near', 'here', 'trying', 'to', 'drive', 'to', 'Wakefield', '.', 'Stuck', 'in', 'tfc', 'now']",comment
1339,"['Glad', 'you', 'guys', 'are', 'ok', '.']",comment
1340,"['glad', ""you're"", 'safe', 'too', '!', '!', 'Was', 'weird', 'to', 'be', 'only', 'car', 'on', 'rideau', '&', 'not', 'know', 'about', 'the', 'til', 'afterwards']",comment
1341,"['any', 'reports', 'of', 'shots', 'fired', 'inside', 'the', 'Rideau', 'Centre', 'or', 'just', 'nearby', '?']",query
1342,"['Stay', 'safe', 'my', 'friends', '.', 'RT', ':', 'We', 'are', 'in', 'full', 'lock', 'down', 'until', 'further', 'notice', 'from', 'Ottawa', 'Police', '.']",comment
1343,"['Fyi', '.']",query
1344,[],support
1345,"['For', 'Only', '$', '9', 'You', 'Can', 'Buy', 'K', 'Followers']",comment
1346,"['hum', '...']",deny
1347,"['MT', ':', 'Three', 'people', 'appear', 'to', 'escape', 'from', 'Martin', 'Place', ',', 'Sydney', ',', 'café', ',', 'amid', 'hostage', 'situation', '-', '”']",support
1348,"['we', 'results']",comment
1349,"['ISIS', 'flag', 'also', 'shown', '!', 'These', 'sub-humans', 'kept', 'their', 'word', '!', 'they', 'murder', 'rape', 'bomb', 'all', 'non', 'believers', 'of', 'allah', '!']",comment
1350,"['it', 'be', 'a', 'great', 'war', '.', 'The', 'world', 'finally', 'needs', 'one', '..', 'greed', ',', 'selfishness', ',', 'corruption']",query
1351,"['they', 'can', 'never', 'be']",comment
1352,"['Certainly', 'not', 'matyres', '-', 'sorry', 'no', 'thousands', 'of', 'virgins', 'waiting', 'for', 'them', 'just', 'fire', 'and', 'brimstone', '.']",comment
1353,"[',', 'Hi', 'Betty', '..', 'You', 'are', 'in', 'Australia', '?']",query
1354,"['But', ',', 'you', 'know', ',', ""it's"", 'because', ""they're"", 'muslim', '.', 'We', ""can't"", 'talk', 'about', 'that', '.', 'GFY']",comment
1355,"['That', 'is', 'what', 'they', 'really', 'want', ',', 'another', 'way', 'would', 'be', 'a', 'shame', 'for', 'them', '.']",comment
1356,"['“', ':', 'Suspects', 'in', 'attack', 'spoke', 'to', 'police', 'by', 'phone', 'and', 'said', 'they', 'wanted', 'to', 'die', 'as', 'martyrs', ',', 'says', 'MP', '.', '”']",comment
1357,"['Thy', 'wil', 'bcum', 'satans', 'aftr', 'death', '!', 'kep', 'drmng', 'abt', 'martdm', '&', 'abt', 'thse', 'virgins', 'n', 'heavn', '!', 'N', 'India', 'we', 'mde', 'mny', 'trrorsts', ',', 'satans', 'n', 'kashmir', '!', 'o']",support
1358,"['call', 'them', 'back', 'and', 'elain', 'to', 'them', 'the', 'definition', 'of', 'martyrs']",comment
1359,"['The', 'police', 'r', 'there', 'trying', 'to', 'do', 'a', 'job', 'under', 'very', 'difficult', 'circumstances', '.', 'We', 'all', 'realize', 'how', 'brave', 'they', 'r', 'and', 'thank', 'them']",comment
1360,"['Good', '.', 'Some', 'assistance', 'please', 'Messieurs', 'Les', 'Gendarmes', '!']",comment
1361,"['that', 'should', 'be', 'no', 'problem', ',', 'millions', 'wants', 'to', '""', 'help', '""', 'them', ',', 'but', 'let', 'the', 'hostages', 'free', 'first']",comment
1362,['ok'],comment
1363,"['chai', '...', 'by', 'claiming', 'innocent', 'lives', '?', ""that's"", 'really', 'Awkward', '!']",comment
1364,"['tell', 'them', 'we', 'want', 'to', 'help', 'them', 'as', 'much', 'as', 'possible', '.']",comment
1365,"['“', ':', 'Banksy', 'says', 'in', 'a', 'beautiful', 'way', '(', 'vi', ')', '”']",comment
1366,"['“', ':', 'Banksy', 'says', 'in', 'a', 'beautiful', 'way', '(', 'vi', ')', '”']",comment
1367,"['“', ':', 'Banksy', 'says', 'in', 'a', 'beautiful', 'way', '(', 'vi', ')', '”', 'True', 'and', 'so', 'sad', '!']",comment
1368,"[':', 'Banksy', 'says', 'in', 'a', 'beautiful', 'way', '(', 'vi', ')']",support
1369,"['How', 'come', 'we', 'have', 'to', 'pussy', 'foot', 'around', 'terrorism', 'for', 'hours', 'before', 'calling', 'what', 'it', 'is', '.']",comment
1370,"['A', 'high', 'risk', 'traveller', '!', 'But', 'a', 'risk', 'to', 'and', 'government', 'officials', ',', 'he', 'was', 'okay', '?']",comment
1371,"['and', 'still', 'refuses', 'to', 'call', 'it', 'terrorism', '!']",comment
1372,"['They', 'must', 'put', 'high', 'risk', 'travelers', 'in', 'civilian', 'detaine', 'camps', 'to', 'prevent', 'attacks.US', 'does', 'this', 'with', 'suspect', 'japs', 'in', 'WWII']",comment
1373,"['Pathetic', '.']",support
1374,"['If', 'Michael', 'Zehaf-Bebeau', 'had', 'his', 'passport', 'confiscated', ""doesn't"", 'it', 'make', 'sense', 'to', 'track', 'his', 'movements', '-', 'was', 'this', 'done', '?']",query
1375,"['yes', ',', 'but', 'CSIS', ""can't"", 'watch', 'that', 'many', '/', '7']",query
1376,"['micro', 'chip', 'them', '-', 'Just', 'an', 'uncivil', 'thought']",deny
1377,"['maybe', 'we', 'should', 'start', 'revoking', 'passports', 'AFTER', 'they', 'leave', '...']",support
1378,"['Yes', 'except', 'in', 'Australia', ""there's"", 'a', 'discussion', 'to', 'let', ""'"", 'sympathizers', ""'"", 'reenter', 'OZ', 'to', 'rehabilitate', '!', 'WTF', '!']",deny
1379,"['It', 'makes', 'more', 'sense', 'to', 'let', 'them', 'leave', ',', 'and', 'invalidate', 'their', 'passports', 'before', 'they', 'return', '.']",comment
1380,"['the', 'incident', 'yesterday', '(', 'car', ')', 'in', 'Canada', 'was', 'that', 'a', 'terrorist', 'attack', 'as', 'well', '?']",support
1381,"['sure', 'looks', 'like', 'one']",query
1382,"['Oh', ',', 'so', 'they', 'already', 'know', 'where', 'Z-B', 'had', 'gone', 'to', '?', 'Any', 'travels', 'to', 'the', 'Levant', 'recently', '?']",comment
1383,"['no', 'info', 'yet']",comment
1384,"['That', 'is', 'so', ',', 'so', 'sad', '.']",comment
1385,"['Shit', '!', '""', 'le', 'grand', 'Duduche', '""', 'was', 'my', 'youth', '...']",comment
1386,"['I', 'hate', 'this', '.', 'I', 'hate', 'that', 'artists', ',', 'journalists', 'and', 'funny', 'people', 'are', 'killed', 'in', ""hate's"", 'name', '.']",comment
1387,"['Exactly', '.']",comment
1388,"['me', 'too', '.']",support
1389,"['oh', 'my', 'god', '!', 'Horrific', '!', 'Such', 'waste', 'and', 'tragedy', '.']",comment
1390,"['RIP', 'satire', '“', ':', '“', ':', ':', '“', 'The', 'cartoonists', 'Charb', '&', 'Cabu', 'are', 'dead', '.', '”', '”', '”']",support
1391,[],comment
1392,"['I', 'protect', 'my', 'mental', 'health', 'by', 'avoiding', 'videos', 'of', 'atrocities', '.', 'Seen', 'too', 'many', 'IRL', '.']",comment
1393,"['no', 'blood', ',', 'just', 'hear', 'the', 'shouting', '.', 'I', ""don't"", 'post', 'any', 'videos', 'where', 'u', 'see', 'blood', 'or', 'killing']",comment
1394,"['Brave', 'men', '.', 'Martyrs', 'for', 'freedom', '.']",comment
1395,"['Please', 'RT', '-', 'Download', 'a', 'hilarious', 'FREE', 'Koran', 'PARODY']",comment
1396,"['A', 'tragedy', '.']",comment
1397,"['Assassins', 'did', 'recon', ',', 'knew', 'victim', 'names', '/', 'faces', ',', 'according', 'to', 'witnesses', '.']",comment
1398,"['as', 'evidenced', 'by', 'the', 'fact', 'they', 'killed', 'cartoonists', '-', 'not', 'just', 'random', 'people']",comment
1399,"['“', ':', '“', ':', ':', '“', 'The', 'cartoonists', 'Charb', '&', 'cabu', 'are', 'dead', '.', '”', '”', '”']",support
1400,"['Nothing', 'justifies', 'this', 'horrendous', 'crime', 'but', 'why', 'always', 'mess', 'with', 'Islam', '?', '?', 'Zillion', 'things', 'out', 'there', 'to', 'make', 'fun', 'of']",comment
1401,"['What', 'I', 'mean', 'is', 'that', 'they', 'know', 'Muslims', 'take', 'no', 'jokes', 'when', ""it's"", 'related', 'to', 'their', 'religion', ',', 'book', 'or', 'prophet', '.', 'Why', 'do', 'it', '?']",comment
1402,"['why', 'do', 'it', '?', 'Hmm', ',', 'because', ""that's"", 'how', 'societies', 'evolve', ',', 'by', 'breaking', 'down', 'taboos', ',', 'accepting', 'ridicule']",comment
1403,"['Thanks', 'for', 'the', 'info', '.', 'Is', 'your', 'server', 'lagging', '?']",comment
1404,"['not', 'lagging', ',', 'just', 'answered', 'your', 'original', 'question', ':', 'no', 'one', ',', 'no', 'nation', 'or', 'faith', 'system', 'above', 'ridicule']",comment
1405,"['Oh', 'well', ',', 'as', 'u', 'may', 'have', 'noticed', ',', 'some', 'ppl', 'disagree', 'with', 'you', '!']",deny
1406,"['I', 'respect', 'their', 'right', 'to', 'disagree', 'with', 'me', 'and', 'will', 'defend', 'that', 'right', ',', 'even', 'if', 'I', 'disagree', 'with', 'them']",comment
1407,"['Because', '*', 'not', '*', 'to', 'do', 'it', 'for', 'any', 'religion', 'creates', 'a', 'class', 'of', 'people', 'who', ""can't"", 'be', 'criticised', '.']",comment
1408,"['true', 'but', ""there's"", 'a', 'huge', 'difference', 'between', 'being', 'criticized', 'and', 'satirized', ',', 'no', '?']",comment
1409,"['So', 'Jon', 'Stewart', ',', 'John', 'Oliver', ',', 'Colbert', ',', 'Private', 'Eye', 'all', 'fair', 'game', '?', 'Freedom', 'of', 'speech', 'includes', 'ridicule', '.']",comment
1410,"['yes', 'freedom', 'of', 'speech', 'is', 'v', 'broad', 'but', 'some', 'cultures', 'r', 'behind', 'the', 'anglo', 'sans', 'on', 'self', 'criticism', ',', ""that's"", 'all', '.']",comment
1411,"['Freedom', 'of', 'speech', 'shud', 'never', 'mean', 'to', 'give', 'the', 'press', 'the', 'right', 'to', 'trash', 'others', 'or', 'ruin', 'others', 'image', 'just', 'bec', 'they', 'CAN']",comment
1412,"['So', 'your', 'answer', 'to', 'my', 'question', 'is', 'yes', '.', 'Enough', 'said', '.', 'Bye', '.']",comment
1413,"[""It's"", 'not', 'a', 'matter', 'of', 'criticism', ',', ""it's"", 'insulting', 'and', 'demeaning', 'and', 'offensive']",deny
1414,"['Good', 'satire', 'often', 'is', '.', 'Their', 'latest', 'cover', 'attacks', 'an', 'ANTI-Muslim', 'writer', '-', 'and', 'Jesus', ':']",comment
